,Segment_Num,Route,County,District,Postmile,Postmile_Boundary,Postmile_Distance,Latitude,Longitude,Ahead_Collisions_Rate,Back_Collisions_Rate,Previous_Back_Peak_Hourly,Previous_Back_Peak_Monthly,Previous_Ahead_Peak_Hourly,Previous_Ahead_Peak_Monthly,Previous_Ahead_Collision_Ratio,Previous_Back_Collision_Ratio,Previous_Ahead_Collision_Spread,Previous_Back_Collision_Spread,Previous_Ahead_Collisions_Per_Distance,Previous_Ahead_Collisions_Morning_Ratio,Previous_Ahead_Collisions_Daytime_Ratio,Previous_Ahead_Collisions_Evening_Ratio,Previous_Ahead_Collisions_Nighttime_Ratio,Previous_Back_Collisions_Per_Distance,Previous_Back_Collisions_Morning_Ratio,Previous_Back_Collisions_Daytime_Ratio,Previous_Back_Collisions_Evening_Ratio,Previous_Back_Collisions_Nighttime_Ratio,Pred_Ahead_Collisions_Rate,Pred_Diff
10,13,1,1,12,21.549,22.09,0.5410000000000004,33.63066656,-117.9565487,2.58732212160414e-05,0.0,4250,41000,4250,41000,0.4,0.6,0.0565685424949226,0.1011599393699562,3.696857670979665,0.0,0.0,0.5,0.5,5.5452865064694965,0.3333333333333333,0.0,0.6666666666666666,0.0,0.00020512938,-9.515401000038926e-05
11,14,1,1,12,22.09,23.739,1.649000000000001,33.63531631,-117.9640634,0.000280970625798212,0.00025542784163473816,4300,41500,4350,41500,0.6551724137931034,0.3448275862068966,0.5576052230703381,0.4812623331752994,11.522134627046688,0.10526315789473684,0.15789473684210525,0.5263157894736842,0.21052631578947367,6.064281382656152,0.0,0.1,0.7,0.2,0.00035747886,-3.833145626355559e-05
12,15,1,1,12,23.739,25.89,2.151,33.64864662,-117.9882006,0.0009711286089238843,0.0009973753280839894,4200,40500,4200,40500,0.3809523809523809,0.6190476190476191,0.6089671702914318,0.5766162615556539,11.157601115760114,0.04166666666666666,0.25,0.4583333333333333,0.25,18.131101813110185,0.2307692307692308,0.2564102564102564,0.38461538461538464,0.1282051282051282,0.00044068694,0.0005327960512456617
13,16,1,1,12,25.89,29.89,4.0,33.66827106,-118.0172877,0.0004037685060565276,0.0002960969044414536,4100,39500,4100,39500,0.5,0.5,1.5797610930489183,0.8991082248539383,2.5,0.0,0.0,0.7,0.3,2.5,0.2,0.2,0.5,0.1,0.00031739473,0.00010878511906311941
14,17,1,1,12,29.89,32.721,2.830999999999996,33.71162835,-118.0629818,0.0005405405405405405,0.00029279279279279284,4950,47500,4900,47000,0.4814814814814815,0.5185185185185185,0.8959321651862855,0.5056709553448423,9.184033910279066,0.3461538461538461,0.07692307692307693,0.19230769230769232,0.38461538461538464,9.89049805722361,0.17857142857142858,0.21428571428571427,0.2857142857142857,0.32142857142857145,0.00035238266,0.00016032251151832375
15,18,1,1,12,32.721,33.719,0.9980000000000048,33.74088178,-118.095454,0.00030335861321776817,0.00028169014084507044,4450,49000,4450,49500,0.4166666666666667,0.5833333333333334,0.3027297710594633,0.2837634410493897,15.030060120240408,0.13333333333333333,0.4,0.2,0.26666666666666666,21.042084168336565,0.09523809523809523,0.14285714285714285,0.4761904761904762,0.2857142857142857,0.00025582314,7.379132386535118e-05
16,19,1,1,12,33.719,1000.0,1.8661111111111115,33.75099223,-118.1059117,0.0,0.0,4000,45500,0,0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019567609,-0.0009205341339111328
17,20,1,2,7,0.0,1.86,1.86,33.75099223,-118.1059117,0.00024390243902439024,0.0,0,0,4000,46000,0.4772727272727273,0.5227272727272727,0.4346541701387986,0.29777835484904003,11.29032258064516,0.09523809523809523,0.09523809523809523,0.2857142857142857,0.5238095238095238,12.365591397849462,0.13043478260869565,0.13043478260869565,0.39130434782608703,0.3478260869565217,0.00046670437,-0.00014263368234401796
18,21,1,2,7,1.86,1.973,0.113,33.77412899,-118.1209705,0.00015384615384615382,2.8985507246376814e-05,3400,38500,2600,29000,0.6666666666666666,0.3333333333333333,0.04844498598066328,0.0,35.398230088495566,0.0,0.5,0.25,0.25,17.69911504424779,0.0,0.5,0.0,0.5,0.00025898218,-3.423630274259129e-05
19,22,1,2,7,1.973,2.7510000000000003,0.7779999999999998,33.77538789,-118.1226919,0.00017647058823529413,0.00042307692307692315,2600,29000,3500,37500,0.3478260869565217,0.6521739130434783,0.3381128298575577,0.3032882802753529,10.282776349614398,0.375,0.0,0.375,0.25,19.280205655527002,0.0,0.06666666666666668,0.4666666666666667,0.4666666666666667,0.00029930472,-8.796541831072638e-05
20,23,1,2,7,2.7510000000000003,5.011,2.26,33.78273268,-118.1326064,0.0013571428571428573,0.0012352941176470588,3500,37500,2900,31500,0.4375,0.5625,0.542645333051887,0.5005251594354221,21.68141592920355,0.20408163265306126,0.14285714285714285,0.4081632653061225,0.24489795918367346,27.87610619469027,0.1111111111111111,0.2222222222222222,0.4444444444444444,0.2222222222222222,0.00085377693,0.00030479305131094815
21,24,1,2,7,5.011,6.26,1.2489999999999997,33.78991248,-118.1676672,0.00027027027027027033,0.0007945205479452053,3700,38500,3750,39500,0.54,0.46,0.3652586017520274,0.385440269796797,21.617293835068057,0.3703703703703704,0.1111111111111111,0.25925925925925924,0.25925925925925924,18.414731785428348,0.043478260869565216,0.17391304347826084,0.6086956521739131,0.17391304347826084,0.00041985512,-0.0001447866736231623
22,25,1,2,7,6.26,7.2879999999999985,1.0280000000000005,33.789914399999994,-118.1892922,0.0003768115942028986,0.00043076923076923083,3300,34500,3300,37000,0.3409090909090909,0.6590909090909091,0.18021117242464935,0.26118492778577995,14.591439688715944,0.4,0.26666666666666666,0.2,0.13333333333333333,28.210116731517502,0.10344827586206896,0.27586206896551724,0.5517241379310345,0.06896551724137931,0.0003812611,4.8837036326311676e-05
23,26,1,2,7,7.2879999999999985,8.266,0.9779999999999998,33.78994579,-118.207878,0.00028205128205128203,0.0002469135802469136,4600,49500,4500,48500,0.5172413793103449,0.4827586206896552,0.13806202884763005,0.21403537758310615,15.33742331288344,0.26666666666666666,0.2,0.4,0.13333333333333333,14.314928425357875,0.21428571428571427,0.35714285714285715,0.21428571428571427,0.21428571428571427,0.00025957823,5.468936455555449e-05
24,27,1,2,7,8.266,9.253,0.987,33.78989623,-118.22447920000002,3.333333333333333e-05,2.9411764705882354e-05,3900,41500,3800,40000,0.5,0.5,-1.0,-1.0,1.0131712259371837,0.0,0.0,1.0,0.0,1.0131712259371837,1.0,0.0,0.0,0.0,0.00022169948,-0.00011281725565592449
25,28,1,2,7,9.253,10.532,1.279,33.79129215,-118.2407841,0.00033846153846153846,0.00036666666666666667,3800,40000,3750,43000,0.5238095238095238,0.4761904761904762,0.4740764226846282,0.28143025581640746,8.600469116497262,0.0,0.2727272727272727,0.5454545454545454,0.18181818181818185,7.818608287724785,0.3,0.0,0.6,0.1,0.00030085444,0.00010212912192711463
26,29,1,2,7,10.532,11.61,1.0779999999999994,33.79120579999999,-118.2633188,0.0004878048780487805,0.0005454545454545455,3700,42000,4600,50000,0.5641025641025641,0.4358974358974359,0.34737720119981963,0.3106703378559489,20.408163265306133,0.13636363636363635,0.2727272727272727,0.3181818181818182,0.2727272727272727,15.769944341372922,0.29411764705882354,0.1176470588235294,0.4117647058823529,0.17647058823529413,0.00030094385,0.0001800064924286633
27,30,1,2,7,11.61,12.171,0.5609999999999999,33.790643100000004,-118.2821419,0.00016363636363636366,0.00016867469879518071,4600,51000,4300,57000,0.5833333333333334,0.4166666666666667,0.22706198021056434,0.23424346308915436,12.477718360071304,0.2857142857142857,0.0,0.42857142857142855,0.2857142857142857,8.912655971479502,0.2,0.0,0.4,0.4,0.00021725893,1.0005391727794323e-05
28,31,1,2,7,12.171,12.523,0.3520000000000003,33.79105937,-118.291744,0.00011320754716981133,0.00010909090909090908,4300,57000,4200,55000,0.5294117647058824,0.4705882352941176,0.1383988800532723,0.1352468642361602,25.568181818181795,0.4444444444444444,0.0,0.2222222222222222,0.3333333333333333,22.727272727272712,0.0,0.25,0.75,0.0,0.00021642447,-2.7548821467273627e-05
29,32,1,2,7,12.523,13.1,0.5770000000000001,33.78996466,-118.2975955,0.0002474226804123712,7.547169811320754e-05,4200,55000,3950,51000,0.4,0.6,0.15108937752204832,0.16512135115139004,13.86481802426343,0.375,0.25,0.375,0.0,20.797227036395146,0.25,0.25,0.3333333333333333,0.16666666666666666,0.00022879243,7.89799542771173e-05
30,33,1,2,7,13.1,14.634,1.5340000000000007,33.78952894,-118.307534,0.00021311475409836067,0.00014285714285714287,4000,51000,5100,63000,0.4583333333333333,0.5416666666666666,0.5256052441968899,0.5156063768975665,7.170795306388524,0.2727272727272727,0.18181818181818185,0.5454545454545454,0.0,8.474576271186438,0.3076923076923077,0.2307692307692308,0.2307692307692308,0.2307692307692308,0.0002655983,-2.8924785676549586e-06
31,34,1,2,7,14.634,16.005,1.3709999999999989,33.79211576,-118.3331149,0.0004367816091954023,0.00015517241379310346,4900,60000,3850,45500,0.46875,0.53125,0.38685967678708705,0.435488518792402,10.940919037199132,0.0,0.26666666666666666,0.6666666666666666,0.06666666666666668,12.399708242159019,0.0,0.35294117647058826,0.4117647058823529,0.2352941176470588,0.00031003356,0.00013601657165878122
32,35,1,2,7,16.005,18.09,2.085000000000001,33.80510234,-118.3511057,0.00035294117647058826,0.00041025641025641023,3350,40500,3800,46500,0.4222222222222222,0.5777777777777777,0.6072681132774133,0.6626219771599681,9.11270983213429,0.15789473684210525,0.3157894736842105,0.21052631578947367,0.3157894736842105,12.470023980815347,0.1153846153846154,0.2307692307692308,0.5,0.15384615384615385,0.00044879317,-6.56622437869801e-05
33,36,1,2,7,18.09,19.524,1.4340000000000008,33.81865749,-118.3835029,0.0004827586206896552,0.00040625,2850,35000,2400,30500,0.44680851063829785,0.5531914893617021,0.4153075452515369,0.4714470767263768,14.644351464435136,0.09523809523809523,0.2380952380952381,0.3809523809523809,0.2857142857142857,18.131101813110174,0.1153846153846154,0.2307692307692308,0.4230769230769231,0.2307692307692308,0.0006778538,-0.0001753362622754327
34,37,1,2,7,19.524,21.181,1.6569999999999998,33.83833474,-118.3854344,0.0010379746835443037,0.0008461538461538463,3500,45000,3500,45000,0.4516129032258064,0.5483870967741935,0.4986355828101766,0.5273986440713236,16.898008449004227,0.17857142857142858,0.25,0.3928571428571429,0.17857142857142858,20.519010259505134,0.2058823529411765,0.14705882352941174,0.3235294117647059,0.3235294117647059,0.0005273819,0.0005177155416223067
35,38,1,2,7,21.181,21.341,0.16000000000000014,33.86261332,-118.3923311,0.00018,0.00014516129032258063,5500,71000,4250,56000,0.4545454545454545,0.5454545454545454,0.020539663526400468,0.029435471283758924,62.499999999999936,0.1,0.3,0.6,0.0,74.99999999999993,0.08333333333333333,0.4166666666666667,0.4166666666666667,0.08333333333333333,0.0002425909,1.933568000793458e-05
36,39,1,2,7,21.341,21.919,0.5779999999999994,33.86481716,-118.3929641,0.0002417582417582417,0.00026000000000000003,4250,56000,3850,49500,0.4358974358974359,0.5641025641025641,0.194210430143364,0.15029293906390806,29.411764705882387,0.2352941176470588,0.35294117647058826,0.35294117647058826,0.05882352941176471,38.06228373702426,0.045454545454545456,0.3636363636363637,0.4545454545454545,0.13636363636363635,0.00025886297,3.69864846323872e-05
37,40,1,2,7,21.919,22.9,0.9809999999999979,33.87282545,-118.39546740000002,0.00010869565217391303,0.00012765957446808507,4150,52000,3900,51000,0.6111111111111112,0.3888888888888889,0.2564417353637341,0.3707171942265932,11.213047910295641,0.09090909090909093,0.2727272727272727,0.18181818181818185,0.4545454545454545,7.135575942915407,0.0,0.14285714285714285,0.42857142857142855,0.42857142857142855,0.00024846196,-9.467539579971978e-05
38,41,1,2,7,22.9,23.924,1.0240000000000011,33.88737046,-118.395927,0.00014035087719298245,0.0003711340206185567,4200,53000,4900,63000,0.3809523809523809,0.6190476190476191,0.3885801765034195,0.38700175577684304,7.812499999999992,0.25,0.0,0.5,0.25,12.695312499999984,0.0,0.2307692307692308,0.38461538461538464,0.38461538461538464,0.00022423267,-3.387349948548435e-05
39,42,1,2,7,23.924,24.911,0.9870000000000021,33.90182651,-118.3960924,0.00010769230769230771,0.000125,5700,71000,5700,72000,0.6428571428571429,0.35714285714285715,0.38267087686417894,0.3494567212116544,9.118541033434633,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.1111111111111111,5.0658561296859075,0.2,0.0,0.8,0.0,0.00023639202,-7.207530095027042e-05
40,43,1,2,7,24.911,25.924,1.012999999999998,33.91636532,-118.39586609999998,0.00023214285714285717,0.00034426229508196723,5200,64000,4750,59000,0.3636363636363637,0.6363636363636364,0.3726788364685008,0.2954469979055948,11.846001974333687,0.25,0.16666666666666666,0.16666666666666666,0.4166666666666667,20.730503455083948,0.19047619047619047,0.3333333333333333,0.2380952380952381,0.2380952380952381,0.00022241473,4.209344727652416e-05
41,44,1,2,7,25.924,26.904,0.9800000000000004,33.93148532,-118.3959911,9.090909090909093e-06,1.6129032258064513e-05,5400,65000,9600,116000,0.2,0.8,-1.0,0.4235243991397255,1.0204081632653057,0.0,0.0,0.0,1.0,4.081632653061223,0.0,0.25,0.25,0.5,0.00019270182,-0.00012418507662686435
42,45,1,2,7,26.904,27.363000000000003,0.4589999999999996,33.94461012,-118.3961124,2.380952380952381e-05,9.090909090909093e-06,9600,116000,7100,85000,0.5,0.5,-1.0,-1.0,2.178649237472769,0.0,1.0,0.0,0.0,2.178649237472769,0.0,0.0,0.0,1.0,0.0001898706,-8.714452243986584e-05
43,46,1,2,7,27.363000000000003,29.084,1.721,33.951707899999995,-118.3962377,2.702702702702703e-05,2.380952380952381e-05,7100,85000,3250,41000,0.4,0.6,0.9291383104791237,0.1446835627614057,1.1621150493898895,0.0,0.0,1.0,0.0,1.7431725740848345,0.0,0.3333333333333333,0.6666666666666666,0.0,0.00028893352,-0.0001385844784813958
44,47,1,2,7,29.084,30.163,1.0790000000000006,33.959846899999995,-118.4192456,0.00010714285714285714,7.142857142857143e-05,3750,46500,5200,63000,0.6875,0.3125,0.1882441354875489,0.4296128489698608,10.194624652455973,0.5454545454545454,0.18181818181818185,0.09090909090909093,0.18181818181818185,4.6339202965708965,0.2,0.6,0.0,0.2,0.0002681911,-8.71682848249163e-05
45,48,1,2,7,30.163,30.474,0.31099999999999994,33.97218528,-118.4302319,0.0,0.0,5200,63000,5100,64000,0.7142857142857143,0.2857142857142857,0.1551170525764329,0.01909188309203751,16.077170418006435,0.0,0.2,0.4,0.4,6.430868167202574,0.0,0.0,1.0,0.0,0.00020739436,-0.00012180209159851074
46,49,1,2,7,30.474,31.29,0.815999999999999,33.97601043,-118.4330069,6.666666666666667e-05,0.00013793103448275865,5100,64000,5300,66000,0.7,0.3,0.22151072208811987,0.2728393910954472,8.57843137254903,0.14285714285714285,0.42857142857142855,0.42857142857142855,0.0,3.676470588235299,0.0,0.0,0.0,1.0,0.00020459294,-8.255356152852376e-05
47,50,1,2,7,31.29,31.78,0.490000000000002,33.98471942,-118.4426619,4.615384615384615e-05,1.9230769230769228e-05,4500,58000,5400,72000,0.5454545454545454,0.4545454545454545,0.1566418420048313,0.14584238067173708,12.244897959183627,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,10.20408163265302,0.0,0.4,0.4,0.2,0.00020959973,-7.922452413118802e-05
48,51,1,2,7,31.78,32.166,0.3859999999999957,33.99050044,-118.4477933,6.31578947368421e-05,8.823529411764706e-05,5500,75000,4100,51000,0.5,0.5,0.1029715633422291,0.10509315595494886,18.134715025906942,0.0,0.7142857142857143,0.2857142857142857,0.0,18.134715025906942,0.14285714285714285,0.42857142857142855,0.2857142857142857,0.14285714285714285,0.00023719668,-9.464540230600458e-05
49,52,1,2,7,32.166,34.576,2.4100000000000037,33.99410645,-118.4527221,0.00012048192771084335,0.00027368421052631584,4100,51000,3450,45000,0.5555555555555556,0.4444444444444444,0.6932402484747004,0.8050654528256281,8.298755186721976,0.05,0.3,0.4,0.25,6.639004149377582,0.25,0.1875,0.4375,0.125,0.00038909912,-0.00024847082344882463
50,53,1,2,7,34.576,35.184,0.6079999999999971,34.01480936,-118.4860113,0.0003333333333333333,0.00013793103448275865,3400,46500,5700,66000,0.8292682926829268,0.17073170731707318,0.17744183350629222,0.22004728928984568,55.921052631579215,0.029411764705882356,0.4411764705882353,0.35294117647058826,0.17647058823529413,11.513157894736898,0.0,0.14285714285714285,0.2857142857142857,0.5714285714285714,0.00023147464,0.00012322696050008137
51,54,1,2,7,35.184,36.11,0.926000000000002,34.01143477,-118.4949047,0.00010810810810810812,0.0001587301587301587,5700,66000,6400,76000,0.6666666666666666,0.3333333333333333,0.3546947044055411,0.20954713073673836,12.958963282937336,0.0,0.08333333333333333,0.4166666666666667,0.5,6.479481641468668,0.3333333333333333,0.0,0.5,0.16666666666666666,0.00022107363,-5.860608332865946e-05
52,55,1,2,7,36.11,37.045,0.9350000000000024,34.02028828,-118.5066522,0.00010126582278481012,0.00022972972972972974,6400,76000,7500,87000,0.4545454545454545,0.5454545454545454,0.3902177312447212,0.3195386233590251,10.695187165775376,0.2,0.0,0.5,0.3,12.834224598930447,0.08333333333333333,0.4166666666666667,0.25,0.25,0.00022250414,-6.869682179221625e-05
53,56,1,2,7,37.045,39.326,2.2809999999999997,34.02827181,-118.519395,0.0001125,0.00015189873417721517,7500,87000,7600,89000,0.41025641025641024,0.5897435897435898,0.6473836542834033,0.6417419198553296,7.0144673388864565,0.125,0.25,0.375,0.25,10.083296799649279,0.13043478260869565,0.17391304347826084,0.6086956521739131,0.08695652173913042,0.00029319525,-0.00014344234466552735
54,57,1,2,7,39.326,40.769,1.4429999999999978,34.03856924,-118.5556517,8.333333333333333e-05,0.0003015873015873016,5900,71000,5600,68000,0.5161290322580645,0.4838709677419355,0.5248777635475395,0.5180177603132919,11.088011088011102,0.125,0.1875,0.3125,0.375,10.395010395010411,0.0,0.4,0.4666666666666667,0.13333333333333333,0.0002438426,-0.00014033309618632
55,58,1,2,7,40.769,44.121,3.3520000000000043,34.040144,-118.5793215,0.0006938775510204082,0.00043396226415094334,4850,60000,4050,48000,0.5510204081632653,0.4489795918367347,0.9348218685535368,1.1142427980413483,8.05489260143197,0.1111111111111111,0.2222222222222222,0.4814814814814815,0.1851851851851852,6.563245823389013,0.13636363636363635,0.13636363636363635,0.7272727272727273,0.0,0.0003939867,0.0003271599740398174
56,59,1,2,7,44.121,47.091,2.969999999999999,34.03695698,-118.63602790000002,0.0013170731707317074,0.0012345679012345679,3800,44500,3850,45000,0.4727272727272727,0.5272727272727272,0.9860475352154044,0.9974820879238768,17.508417508417516,0.09615384615384616,0.21153846153846154,0.5961538461538461,0.09615384615384616,19.528619528619537,0.1206896551724138,0.1896551724137931,0.6206896551724138,0.06896551724137931,0.00070908666,0.0006292653723460873
57,60,1,2,7,47.091,47.75,0.6589999999999989,34.03444587,-118.6851226,0.00011627906976744187,0.0002168674698795181,3950,46500,4650,48000,0.4705882352941176,0.5294117647058824,0.12620136970051474,0.1650889490883975,12.13960546282248,0.0,0.5,0.5,0.0,13.657056145675288,0.0,0.2222222222222222,0.5555555555555556,0.2222222222222222,0.0002336204,-4.375940145448196e-05
58,61,1,2,7,47.75,48.17100000000001,0.4209999999999994,34.03525817,-118.6970827,0.00019178082191780818,9.302325581395348e-05,4650,48000,4000,41000,0.5833333333333334,0.4166666666666667,0.14792951989762834,0.0060249481325622455,16.627078384798125,0.14285714285714285,0.14285714285714285,0.7142857142857143,0.0,11.87648456057009,0.2,0.2,0.4,0.2,0.00023832917,3.758360588387264e-05
59,62,1,2,7,48.17100000000001,54.02,5.849000000000004,34.03478941,-118.7033693,0.0009846153846153846,0.0013424657534246574,4000,41000,3800,39000,0.4,0.6,1.8528810645785343,1.9544891845220815,3.4193879295606067,0.1,0.25,0.6,0.05,5.12908189434091,0.2333333333333333,0.06666666666666668,0.6,0.1,0.00057178736,0.000500595866716825
60,63,1,2,7,54.02,56.843,2.8230000000000004,34.02154665,-118.8025736,0.0005762711864406778,0.0005,3050,31000,3250,32500,0.5416666666666666,0.4583333333333333,0.7949899157560717,0.6963890662565936,9.210060219624513,0.3076923076923077,0.3076923076923077,0.3461538461538461,0.038461538461538464,7.793127878143817,0.18181818181818185,0.3636363636363637,0.2272727272727273,0.2272727272727273,0.0005316138,7.282055434534092e-05
61,64,1,2,7,56.843,57.39100000000001,0.5479999999999947,34.03110795,-118.8435028,0.00017964071856287425,4.694835680751174e-05,2800,26500,2200,20700,1.0,0.0,0.36133156518632775,-1.0,3.6496350364963854,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00025877357,-8.233121769157e-06
62,65,1,2,7,57.39100000000001,59.401,2.0100000000000047,34.03501583,-118.8513243,0.00041916167664670664,0.00023952095808383236,2200,20700,2200,20700,0.4,0.6,0.028284271247461294,0.7480641683706013,0.9950248756218882,0.0,0.0,1.0,0.0,1.4925373134328324,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0002978444,0.00017350113320493418
63,66,1,2,7,59.401,59.901,0.5,34.04042179,-118.8854447,0.00024390243902439024,0.0,1950,18300,1600,15100,0.75,0.25,0.0550757054728606,-1.0,6.0,0.0,0.3333333333333333,0.6666666666666666,0.0,2.0,0.0,1.0,0.0,0.0,0.0002875924,2.986215963596251e-05
64,67,1,2,7,59.901,62.301,2.3999999999999986,34.04152143,-118.89438,0.00017094017094017094,0.0003252032520325203,1600,15100,1550,14400,0.4,0.6,0.5720493859799102,0.5921430007467232,0.8333333333333338,0.0,0.0,0.5,0.5,1.2500000000000009,0.6666666666666666,0.3333333333333333,0.0,0.0,0.000310421,-0.0001047611134683984
65,68,1,2,7,62.301,62.867,0.5659999999999954,34.04516439,-118.9350861,0.0,0.0,1450,13700,1550,14500,0.0,1.0,-1.0,0.23185843381971785,0.0,0.0,0.0,0.0,0.0,7.0671378091873365,0.0,0.25,0.75,0.0,0.00025352836,-0.00017851591110229492
66,69,1,2,7,62.867,1000.0,1.283,34.04665327,-118.9446253,0.0,0.0,1550,14500,0,0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018094182,-0.0003319084644317627
67,70,1,3,7,0.0,9.866,9.866,34.04665327,-118.9446253,0.001694915254237288,0.0,0,0,1550,14500,0.4827586206896552,0.5172413793103449,2.5286367140947967,3.119552719770668,1.4190147982971824,0.14285714285714285,0.21428571428571427,0.5,0.14285714285714285,1.5203729981755525,0.4,0.3333333333333333,0.2,0.06666666666666668,0.0019919276,0.0001372372699996172
68,71,1,3,7,9.866,10.229,0.3629999999999996,34.11238598,-119.0816787,0.0003125,0.0,1300,14000,1300,14000,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002565682,0.00014620304107666016
69,72,1,3,7,10.229,11.594,1.3650000000000002,34.11686829,-119.0852611,0.00022471910112359551,0.00010416666666666667,1300,14000,1150,11000,0.25,0.75,-1.0,0.0,0.7326007326007324,0.0,1.0,0.0,0.0,2.197802197802197,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.00034114718,-8.173817998907538e-05
