"District,N,10,0","Route,C,10","County,C,3","Postmile,C,10","Descriptn,C,100","Back_pk_h,N,10,0","Back_pk_m,N,10,0","Back_AADT,N,10,0","Ahead_pk_h,N,10,0","Ahead_pk_m,N,10,0","Ahead_AADT,N,10,0","Lat_S_or_W,N,19,11","Lon_S_or_W,N,19,11","AbsPM_S_W,N,13,11","Lat_N_or_E,N,19,11","Lon_N_or_E,N,19,11","AbsPM_N_E,N,13,11"
7,1,LA,1.973,"LONG BEACH, JCT. RTE. 22",2550,28500,26000,3400,37000,34500,33.77528003000,-118.12281400000,28.38200000000,33.77538789000,-118.12281400000,28.38200000000
7,1,LA,3.453R,BEGIN RIGHT ALIGN,3250,33500,32500,1650,16800,16250,33.78925912000,-118.14169530000,29.86200000000,33.78935806000,-118.14169530000,29.86200000000
7,1,LA,3.453L,BEGIN LEFT ALIGN,2050,20800,18000,1650,16800,16250,33.78925912000,-118.14169530000,29.86200000000,33.78935806000,-118.14169530000,29.86200000000
7,1,LA,3.547L,END TRAFFIC CIRCLE,3250,33500,32500,3250,33500,36000,33.78979183000,-118.14349080000,29.95600000000,33.79046305000,-118.14349080000,29.95600000000
7,1,LA,5.011,"LONG BEACH, CHERRY AVE",3600,37000,36000,3650,38000,37000,33.78980060000,-118.16766710000,31.35400000000,33.78991248000,-118.16766710000,31.42000000000
7,1,LA,6.26,LONG BEACH BLVD,3150,33500,32500,3300,35000,34000,33.78980302000,-118.18928870000,32.60300000000,33.78991440000,-118.18928870000,32.66900000000
7,1,LA,7.288,"LONG BEACH, JCT. RTE. 710",3900,42500,35000,3700,41000,33500,33.78985856000,-118.20787260000,33.63100000000,33.78994579000,-118.20787260000,33.69700000000
7,1,LA,8.266,"LONG BEACH, JCT. RTE. 103",3250,36000,29500,2850,31500,26000,33.78982175000,-118.22448220000,34.60900000000,33.78989623000,-118.22448220000,34.67500000000
7,1,LA,9.253,"LOS ANGELES, ALAMEDA",2850,31500,26000,3050,34500,28000,34.05459769000,-118.23873930000,2.16800000000,34.05472940000,-118.23873930000,2.16800000000
7,1,LA,11.61,"LOS ANGELES, JCT. RTE. 110",3800,44000,36000,4400,57000,55000,33.79049998000,-118.28215910000,37.95300000000,33.79064310000,-118.28215910000,38.01900000000
7,1,LA,12.523,"LOS ANGELES, NORMANDIE",4300,55000,53000,4000,50000,49000,33.78983666000,-118.29760020000,38.86600000000,33.78996466000,-118.29760020000,38.93200000000
7,1,LA,13.1,"LOS ANGELES, JCT. RTE. 213",4100,50000,49000,5200,63000,61000,33.78941048000,-118.30753410000,39.44300000000,33.78952894000,-118.30753410000,39.50900000000
7,1,LA,16.005,"TORRANCE, JCT. RTE. 107",3400,40500,39000,3650,44000,40500,33.80498652000,-118.35115120000,42.34800000000,33.80510234000,-118.35115120000,42.41400000000
7,1,LA,22.9,MANHATTAN BEACH BLVD,4050,50000,47500,4850,59000,56000,33.88736799000,-118.39608740000,49.24300000000,33.88737046000,-118.39608740000,49.30900000000
7,1,LA,25.924,"LOS ANGELES, RTE. 105",5900,69000,66000,9600,112000,107000,33.93148782000,-118.39622610000,52.26700000000,33.93148532000,-118.39622610000,52.33300000000
7,1,LA,26.904,LOS ANGELES INTL AIRPORT S.,9600,112000,107000,6900,79000,76000,33.94462053000,-118.39628530000,53.22000000000,33.94461012000,-118.39628530000,53.28600000000
7,1,LA,27.363,LOS ANGELES INTL AIRPORT N.,6900,79000,76000,2850,34000,31000,33.95156645000,-118.39640850000,53.67900000000,33.95170790000,-118.39640850000,53.74500000000
7,1,LA,31.29,"LOS ANGELES, JCT. RTE. 90",3850,48500,44000,4650,60000,54000,33.98463496000,-118.44280430000,57.60600000000,33.98471942000,-118.44280430000,57.67200000000
7,1,LA,32.166,"LOS ANGELES, JCT. RTE. 187",4450,56000,53000,3800,49000,46000,33.99399292000,-118.45277710000,58.48200000000,33.99410645000,-118.45277710000,58.54800000000
7,1,LA,R34.576,"SANTA MONICA, JCT. RTE. 10",3700,51000,48000,5300,63000,58000,34.01471126000,-118.48592790000,59.70200000000,34.01480936000,-118.48592790000,59.76800000000
7,1,LA,39.326,"LOS ANGELES, SUNSET BLVD",5800,70000,63000,5500,67000,60000,34.03844682000,-118.55566220000,64.42100000000,34.03856924000,-118.55566220000,64.48700000000
7,1,LA,47.091,"MALIBU, CROSS CREEK RD",3950,46500,42500,4600,47000,43000,34.03434649000,-118.68511390000,72.18100000000,34.03444587000,-118.68511390000,72.24700000000
7,1,LA,47.75,"MALIBU, CIVIC CENTER WAY",4600,47000,43000,3950,40500,36500,34.03515955000,-118.69709350000,72.84000000000,34.03525817000,-118.69709350000,72.90600000000
7,1,LA,54.02,"MALIBU, KANAN DUME RD",3000,30500,28000,3200,32000,29500,34.02146154000,-118.80259760000,79.11000000000,34.02154665000,-118.80259760000,79.17600000000
7,1,LA,57.391,"MALIBU, LUNITA RD",2350,19500,16400,2350,19500,16400,34.03493177000,-118.85135640000,82.48100000000,34.03501583000,-118.85135640000,82.54700000000
7,1,LA,59.901,"MALIBU, JCT. RTE. 23",2000,16500,13900,1950,15900,13500,34.04141642000,-118.89439440000,84.99100000000,34.04152143000,-118.89439440000,85.05700000000
7,1,LA,62.301,MULHOLLAND HIGHWAY,1950,15900,13500,1800,14800,12500,34.04505362000,-118.93506250000,87.39100000000,34.04516439000,-118.93506250000,87.45700000000
7,1,LA,62.867,L ANGELES/VENTURA CO LINE,1800,14800,12500,0,0,0,34.04654673000,-118.94464790000,87.95700000000,34.04665327000,-118.94464790000,88.02300000000
7,1,LA,62.867,L ANGELES/VENTURA CO LINE,1800,14800,12500,0,0,0,34.04654673000,-118.94464790000,87.95700000000,34.04665327000,-118.94464790000,88.02300000000
7,1,VEN,9.866,CALLEGUAS CREEK,1450,13400,12000,1450,13400,12000,34.11225318000,-119.08185470000,97.82300000000,34.11238598000,-119.08185470000,97.88900000000
7,1,VEN,11.594,WOOD RD,1350,12500,11300,1600,15200,13800,34.19655977000,-119.09608770000,2.66200000000,34.19655977000,-119.09608770000,2.66200000000
7,1,VEN,16.21,"OXNARD, ROSE AVE",1050,11300,9900,1400,15300,13900,34.17530401000,-119.16003730000,104.21900000000,34.17546910000,-119.16003730000,104.28500000000
7,1,VEN,16.664,"OXNARD, OXNARD BLVD",1400,15300,13900,1400,15300,13900,34.18016362000,-119.16558210000,104.67300000000,34.18032045000,-119.16558210000,104.73900000000
7,1,VEN,17.626,"OXNARD, SAVIERS RD",1400,15300,13900,2950,32500,29500,34.19003729000,-119.17750580000,105.63500000000,34.19004177000,-119.17750580000,105.70100000000
7,1,VEN,18.154,"OXNARD, JCT. RTE. 34",2900,33000,30500,2950,34500,32000,34.19765660000,-119.17746180000,106.16300000000,34.19765550000,-119.17746180000,106.22900000000
7,1,VEN,19.621,"OXNARD, GONZALES RD",3250,40000,37000,3900,41500,37000,34.21906296000,-119.17723980000,107.63000000000,34.21905939000,-119.17723980000,107.69600000000
7,1,VEN,20.14,"OXNARD, JCT. RTE. 232",3900,41500,37000,2700,29500,25500,34.22646279000,-119.17752990000,108.14900000000,34.22651621000,-119.17752990000,108.21500000000
7,1,VEN,21.075,"OXNARD, JCT. RTE. 101",2700,29500,25500,890,7400,4850,34.22986078000,-119.17476890000,0.15800000000,34.22986078000,-119.17476890000,0.15800000000
7,1,VEN,27.675,"SEACLIFF COLONY, RTE. 101",890,7400,4850,180,1150,720,34.34319166000,-119.41670030000,115.50900000000,34.34319166000,-119.41670030000,115.57500000000
7,1,VEN,28.48,"LAS CRUCES, MOBIL OIL PIER",180,1150,720,0,0,0,34.35097413000,-119.42610020000,116.31400000000,34.35097413000,-119.42610020000,116.38000000000
7,1,VEN,28.48,"LAS CRUCES, MOBIL OIL PIER",180,1150,720,0,0,0,34.35097413000,-119.42610020000,116.31400000000,34.35097413000,-119.42610020000,116.38000000000
5,1,SB,15.01,JALAMA RD,770,7500,6900,790,8200,7300,34.58940638000,-120.40836790000,129.91000000000,34.58940638000,-120.40836790000,129.97600000000
5,1,SB,19.251,"LOMPOC, S. JCT. RTE. 246",800,8300,7300,1250,13500,12500,34.64124669000,-120.43593840000,134.15100000000,34.64124669000,-120.43593840000,134.21700000000
5,1,SB,20.565,"LOMPOC, N. JCT. RTE. 246",1250,13500,12500,1300,14000,12900,34.63891909000,-120.45797090000,135.46500000000,34.63902296000,-120.45797090000,135.53100000000
5,1,SB,22.519,"LOMPOC, S YNEZ RIVER BR",2500,27000,25000,2500,25500,25000,34.66730179000,-120.45772500000,137.41900000000,34.66729526000,-120.45772500000,137.48500000000
5,1,SB,R31.042,"RTE. 135, VANDENBURG N.",1800,16000,14000,1900,17000,15500,34.80115547000,-120.44353490000,151.08900000000,34.80105315000,-120.44353490000,151.15500000000
5,1,SB,R34.777,"ORCUTT, RTE. 135 N.",1950,17000,15500,310,3200,2500,34.85411146000,-120.45356950000,154.82400000000,34.85423711000,-120.45356950000,154.89000000000
5,1,SB,R35.53,CLARK AVE,310,3200,2500,300,3200,3000,34.86395751000,-120.45694250000,155.57700000000,34.86395751000,-120.45694250000,155.64300000000
5,1,SB,41.81,CASMALIA RD,300,3200,3000,240,2300,2100,34.88183896000,-120.49814400000,158.33400000000,34.88183896000,-120.49814400000,158.40000000000
5,1,SB,49.199,"GUADALUPE,  RTE. 166 E.",240,2300,2100,600,6200,5800,34.95755738000,-120.57401440000,165.72300000000,34.95755738000,-120.57401440000,165.78900000000
5,1,SB,50.408,GUADALUPE NORTH CITY,600,6200,5800,660,6500,6000,34.97454737000,-120.57105430000,166.93200000000,34.97454737000,-120.57105430000,166.99800000000
5,1,SB,50.606,S BARBARA/S L OBISPO CO LN,660,6500,6000,0,0,0,34.97751591000,-120.57085420000,167.13000000000,34.97751591000,-120.57085420000,167.19600000000
5,1,SB,50.606,S BARBARA/S L OBISPO CO LN,660,6500,6000,0,0,0,34.97751591000,-120.57085420000,167.13000000000,34.97751591000,-120.57085420000,167.19600000000
5,1,SLO,1.291,OSO FLACO UNDERPASS,640,6500,6000,600,6400,6000,34.99618740000,-120.57053330000,168.42100000000,34.99618740000,-120.57053330000,168.48700000000
5,1,SLO,10.29,ARROYO GRANDE RD,620,6400,6000,640,6600,6200,35.09689976000,-120.58149630000,177.30000000000,35.09689445000,-120.58149630000,177.36600000000
5,1,SLO,10.9,HALCYON RD,640,6600,6200,660,7400,7000,35.09819804000,-120.59113440000,177.89300000000,35.09820521000,-120.59113440000,177.95900000000
5,1,SLO,15.268,"PISMO BEACH, VILLA CREEK",850,9300,8800,880,9900,9400,35.13708723000,-120.63809080000,182.22700000000,35.13712999000,-120.63809080000,182.29300000000
5,1,SLO,16.733,"PISMO BEACH, S. RTE. 101",900,9600,9000,2450,29000,27000,35.15095466000,-120.65465640000,183.69200000000,35.15093800000,-120.65465640000,183.75800000000
5,1,SLO,16.77,"SAN LUIS OBISPO, N RTE 101",2450,29000,27000,2500,30000,28400,35.28661252000,-120.66356690000,183.91900000000,35.28667343000,-120.66356690000,183.98500000000
5,1,SLO,17.874,HIGHLAND DRIVE,2300,27000,25000,2100,24000,22000,35.29915479000,-120.67470820000,185.02300000000,35.29925872000,-120.67470820000,185.08900000000
5,1,SLO,19.71,CALIFORNIA MEN'S COLONY,2100,24000,22000,2000,22100,20000,35.31894425000,-120.69552640000,186.85900000000,35.31902170000,-120.69552640000,186.92500000000
5,1,SLO,20.89,CAMP SAN LUIS OBISPO,1950,22100,20000,1850,21000,18500,35.32102930000,-120.71662000000,188.03900000000,35.32110903000,-120.71662000000,188.10500000000
5,1,SLO,22.653,CUESTA COLLEGE,1850,21000,18500,1950,21300,19000,35.33317264000,-120.74272040000,189.80200000000,35.33330048000,-120.74272040000,189.86800000000
5,1,SLO,27.883,BAYWOOD PARK RD,1950,21300,19000,2300,25000,23500,35.36416104000,-120.82334650000,195.04400000000,35.36428252000,-120.82334650000,195.11000000000
5,1,SLO,30.135,JCT. RTE. 41 NE,2500,28000,24500,1900,20000,18300,35.37994665000,-120.85558900000,197.29600000000,35.37998180000,-120.85558900000,197.36200000000
5,1,SLO,31.97,ATASCADERO BEACH,2100,24000,20000,1450,16600,13000,35.40409702000,-120.86773370000,199.13100000000,35.40416157000,-120.86773370000,199.19700000000
5,1,SLO,45.99,JCT. RTE. 46,1200,9700,7800,1450,13000,10000,35.52715953000,-121.04478130000,213.39200000000,35.52715953000,-121.04478130000,213.45800000000
5,1,SLO,48.26,ARDATH DRIVE/MAIN ST,1650,14000,10500,1200,9600,6900,35.55132996000,-121.07159360000,215.66200000000,35.55133898000,-121.07159360000,215.72800000000
5,1,SLO,54.804,PICO CREEK,1200,9600,6900,900,7700,5200,35.61553994000,-121.14707660000,222.20600000000,35.61553994000,-121.14707660000,222.27200000000
5,1,SLO,56.39,HEARST CASTLE STATE PK,900,7700,5200,600,5400,3500,35.63403070000,-121.16381380000,223.79200000000,35.63403308000,-121.16381380000,223.85800000000
5,1,SLO,58.9,"SAN SIMEON, NORTH",600,5400,3500,400,3600,2200,35.65104654000,-121.20282180000,226.30200000000,35.65105009000,-121.20282180000,226.36800000000
5,1,SLO,71.341,SAN CARPOJO CREEK,400,3600,2200,500,2500,2100,35.76443902000,-121.31941020000,238.47200000000,35.76443902000,-121.31941020000,238.53800000000
5,1,SLO,74.324,S LS OBISPO/MONTERY CO LN,500,2500,2100,0,0,0,35.79521461000,-121.34525720000,241.46700000000,35.79521461000,-121.34525720000,241.53300000000
5,1,SLO,74.324,S LS OBISPO/MONTERY CO LN,500,2500,2100,0,0,0,35.79521461000,-121.34525720000,241.46700000000,35.79521461000,-121.34525720000,241.53300000000
5,1,MON,35.346,ANDERSON CANYON BRIDGE,350,3200,2000,440,4000,2500,36.15344978000,-121.66573840000,276.84500000000,36.15344978000,-121.66573840000,276.91100000000
5,1,MON,46.595,BIG SUR RIVER BRIDGE,670,5700,3800,670,5700,3800,36.24999883000,-121.78614840000,288.09400000000,36.24999883000,-121.78614840000,288.16000000000
5,1,MON,71.179,SAN JOSE CREEK BRIDGE,1550,14700,14200,1550,14700,14200,36.52297764000,-121.92649210000,312.70900000000,36.52297764000,-121.92649210000,312.77500000000
5,1,MON,72.614,RIO RD,1550,14700,14200,1300,14500,14000,36.53940553000,-121.91022970000,314.14400000000,36.53940447000,-121.91022970000,314.21000000000
5,1,MON,72.921,CARMEL VALLEY RD SOUTH,1300,14500,14000,3100,35000,33300,36.54342097000,-121.90838000000,314.45100000000,36.54342097000,-121.90838000000,314.51700000000
5,1,MON,73.8,"CARMEL, OCEAN AVE",3100,35000,33300,3300,50000,44900,36.55597196000,-121.91115250000,315.33000000000,36.55597196000,-121.91115250000,315.39600000000
5,1,MON,75.135,"JCT. RTE. 68, CARMEL",3300,43000,44900,4400,58000,54000,36.57480362000,-121.91243110000,316.66500000000,36.57462928000,-121.91243110000,316.73100000000
5,1,MON,R75.733,MONTEREY SOUTH CITY LIMITS,4400,57000,54000,4400,57000,54000,36.58043041000,-121.90397170000,317.26300000000,36.58023944000,-121.90397170000,317.32900000000
5,1,MON,R75.754,"MONTEREY, MUNRAS AVE",4400,57000,54000,4100,54000,52000,36.58062793000,-121.90367280000,317.28400000000,36.58042487000,-121.90367280000,317.35000000000
5,1,MON,R78.119,"MONTEREY, JCT. RTE. 68 E.",6000,83000,80000,5400,67000,60000,36.59521412000,-121.86853630000,319.64900000000,36.59503415000,-121.86853630000,319.71500000000
5,1,MON,R79.357,"SEASIDE, JCT. RTE. 218",6700,76000,71000,6100,73000,70000,36.61032195000,-121.85792510000,320.88700000000,36.61010095000,-121.85792510000,320.95300000000
7,1,LA,3.453R,BEGIN RIGHT ALIGN,3250,33500,32500,1650,16800,16250,33.78925912000,-118.14169530000,29.86200000000,33.78935806000,-118.14169530000,29.86200000000
5,1,MON,R82.716R,END RIGHT ALIGN,4600,43000,41000,4000,43000,38500,36.64558202000,-121.81753970000,324.24600000000,36.64556576000,-121.81753970000,324.31200000000
7,1,LA,3.453L,BEGIN LEFT ALIGN,2050,20800,18000,1650,16800,16250,33.78925912000,-118.14169530000,29.86200000000,33.78935806000,-118.14169530000,29.86200000000
5,1,MON,R82.739L,END LEFT ALIGN,4000,43000,41000,8000,87000,82000,36.64577607000,-121.81724650000,324.26900000000,36.64556576000,-121.81724650000,324.31200000000
5,1,MON,R86.481,RESERVATION RD,4500,46000,42000,4500,46000,41000,36.69668820000,-121.80515870000,328.01100000000,36.69652008000,-121.80515870000,328.05400000000
5,1,MON,R88.638,NEPONSET /DEL MONTE,4500,46000,41000,3700,47000,43000,36.72538151000,-121.78971680000,330.16800000000,36.72510879000,-121.78971680000,330.21100000000
5,1,MON,R89.185,SALINAS RIVER BRIDGE,4400,49000,43000,4400,45000,43000,36.73153540000,-121.78357640000,330.71500000000,36.73131912000,-121.78357640000,330.75800000000
5,1,MON,R90.388,MOLERA/NASHUA RD,4400,45000,43000,4400,53000,45000,36.74592584000,-121.77150060000,331.91800000000,36.74565981000,-121.77150060000,331.96100000000
5,1,MON,R90.979,"CASTROVILLE, RTE. 156 W.",4400,53000,45000,3100,19700,17000,36.75299962000,-121.76649980000,332.50900000000,36.75300988000,-121.76649980000,332.55200000000
5,1,MON,T92.213,"CASTROVILLE, JCT. RTE. 183",3100,19700,17000,3400,35000,30000,36.77079763000,-121.76540840000,333.74300000000,36.77080536000,-121.76540840000,333.78600000000
5,1,MON,94.4,MOLERA RD,3400,35000,30000,3400,35000,30000,36.78039394000,-121.77776840000,334.52300000000,36.78040238000,-121.77776840000,334.56600000000
5,1,MON,99.92,JENSEN RD,3900,41000,35500,3500,39000,33500,36.85381109000,-121.77110500000,340.04300000000,36.85381096000,-121.77110500000,340.08600000000
5,1,MON,T101.04,SALINAS/PAJARO RDS,3500,39000,33500,3200,39000,34000,36.86985218000,-121.77008810000,341.16300000000,36.86986627000,-121.77008810000,341.20600000000
5,1,MON,R102.031,MONTERY/S CRUZ CO LINE,3200,40000,34000,0,0,0,36.88376660000,-121.77251510000,342.15400000000,36.88383187000,-121.77251510000,342.19700000000
5,1,MON,R102.031,MONTERY/S CRUZ CO LINE,3200,40000,34000,0,0,0,36.88376660000,-121.77251510000,342.15400000000,36.88383187000,-121.77251510000,342.19700000000
5,1,SCR,R0.716,JCT. RTE. 129,3350,41000,35000,3500,46500,39000,36.89426462000,-121.77432150000,342.87000000000,36.89434529000,-121.77432150000,342.91300000000
5,1,SCR,R2.269,"WATSONVILLE, HARKINS OVRCR",3500,46500,39000,2700,35500,30000,36.91436522000,-121.78700420000,344.42300000000,36.91446594000,-121.78700420000,344.46600000000
5,1,SCR,R2.683,JCT. RTE. 152,2700,35500,30000,4600,58000,53000,36.91963939000,-121.79039910000,344.83700000000,36.91973150000,-121.79039910000,344.88000000000
5,1,SCR,R4.073,BUENA VISTA /SPRING VALLY,5500,71000,61000,5400,69000,60000,36.93135193000,-121.81055040000,346.22700000000,36.93157028000,-121.81055040000,346.27000000000
5,1,SCR,R7.663,LARKIN VALLEY RD,5400,68000,60000,6000,76000,67000,36.96037896000,-121.86251260000,349.81700000000,36.96059970000,-121.86251260000,349.86000000000
5,1,SCR,8.355,FREEDOM BLVD,6000,76000,67000,7000,82000,78000,36.97026090000,-121.87321820000,350.71400000000,36.97044453000,-121.87321820000,350.75700000000
5,1,SCR,10.535,STATE PARK DR,7400,86000,82000,7800,92000,86000,36.97793556000,-121.91046680000,352.89400000000,36.97806634000,-121.91046680000,352.93700000000
5,1,SCR,12.088,"CAPITOLA, PARK AVE",7800,92000,86000,6500,95000,91000,36.98390597000,-121.93687230000,354.44700000000,36.98406488000,-121.93687230000,354.49000000000
5,1,SCR,13.192,"CAPITOLA, BAY AVE",6500,95000,91000,7200,104000,100000,36.98320308000,-121.95682920000,355.55100000000,36.98329130000,-121.95682920000,355.59400000000
5,1,SCR,13.62,"CAPITOLA, 41ST AVE",7200,104000,100000,6600,94000,91000,36.98269082000,-121.96449430000,355.97900000000,36.98286186000,-121.96449430000,356.02200000000
5,1,SCR,14.864,SOQUEL AVE,6600,94000,91000,6900,101000,97000,36.98704252000,-121.98631490000,357.22300000000,36.98716367000,-121.98631490000,357.26600000000
5,1,SCR,16.628,"SANTA CRUZ, EMELINE",6300,92000,88000,6200,91000,86000,36.98898932000,-122.01793840000,358.98700000000,36.98912164000,-122.01793840000,359.03000000000
5,1,SCR,16.821,"SANTA CRUZ, RTE. 17 N.",6200,91000,86000,4600,64000,60000,36.98915652000,-122.02021440000,359.18000000000,36.98993118000,-122.02021440000,359.22300000000
5,1,SCR,17.56,JCT. RTE. 9 N. / RIVER ST,4600,64000,60000,3900,50000,47000,36.98443247000,-122.02976410000,359.91900000000,36.98449532000,-122.02976410000,359.96200000000
5,1,SCR,18.239,"SANTA CRUZ, MISSION ST",3900,50000,47000,4550,58000,55000,36.97577835000,-122.03305770000,360.59800000000,36.97576641000,-122.03305770000,360.64100000000
5,1,SCR,19,"SANTA CRUZ, BAY ST",3050,39500,37000,2200,29000,27000,36.96668513000,-122.04026740000,361.35900000000,36.96668513000,-122.04026740000,361.40200000000
5,1,SCR,19.69,"SANTA CRUZ, SWIFT ST",1800,23500,21900,2200,19300,15800,36.96057714000,-122.04939520000,362.04900000000,36.96057714000,-122.04939520000,362.09200000000
5,1,SCR,27.62,BONNY DOON RD,1750,12600,9700,1900,11900,9000,37.00100629000,-122.18047270000,369.97900000000,37.00100629000,-122.18047270000,370.02200000000
5,1,SCR,30.44,LANDING/SWANTON RDS,1650,10000,7400,1650,10300,7500,37.02848448000,-122.21625170000,372.79900000000,37.02848448000,-122.21625170000,372.84200000000
5,1,SCR,37.451,S CRUZ/S MATEO CO LINE,400,5700,4100,0,0,0,37.10766863000,-122.29263510000,379.81000000000,37.10766863000,-122.29263510000,379.85300000000
5,1,SCR,37.451,S CRUZ/S MATEO CO LINE,400,5700,4100,0,0,0,37.10766863000,-122.29263510000,379.81000000000,37.10766863000,-122.29263510000,379.85300000000
4,1,SM,18.189,JCT. RTE. 84 EAST,650,7400,5700,680,7500,5700,37.32454945000,-122.39986430000,397.99900000000,37.32454945000,-122.39986430000,398.04200000000
4,1,SM,20.98,TUNITAS CREEK RD,710,7700,5900,840,9200,7000,37.35879430000,-122.39764610000,400.79000000000,37.35879430000,-122.39764610000,400.83300000000
4,1,SM,23.06,MEYN/VERDE RDS,850,9300,7100,860,9400,7200,37.38699690000,-122.40557650000,402.87000000000,37.38699690000,-122.40557650000,402.91300000000
4,1,SM,26.432,MIRAMONTES POINT RD,860,9600,7700,1400,15500,12400,37.43135894000,-122.42668960000,406.24200000000,37.43135894000,-122.42668960000,406.28500000000
4,1,SM,29.036,"HALF MOON BAY, RTE. 92 E.",2450,30000,28500,2300,28500,27000,37.46801468000,-122.43352120000,408.84600000000,37.46801468000,-122.43352120000,408.88900000000
4,1,SM,29.12,"HALF MOON BAY, MAIN ST",2300,28500,27000,2700,33000,31500,37.46927348000,-122.43356160000,408.93000000000,37.46927348000,-122.43356160000,408.97300000000
4,1,SM,30.225,FRENCHMANS CREEK RD,2300,28000,26500,2450,28500,27500,37.48207217000,-122.44540640000,410.03500000000,37.48206902000,-122.44540640000,410.07800000000
4,1,SM,33.361,CAPISTRANO/OBISPO RD,1700,19800,19000,1450,17000,16300,37.50989643000,-122.48809790000,413.17100000000,37.50989643000,-122.48809790000,413.21400000000
4,1,SM,35.334,VALLEMAR/ETHELDORE ST,1250,14500,13900,1350,15600,15000,37.52861739000,-122.51450510000,415.14400000000,37.52861739000,-122.51450510000,415.18700000000
4,1,SM,40.752,"PACIFICA, SAN PEDRO AVE",1250,14500,13900,1250,14500,13900,37.59352747000,-122.50590810000,420.18100000000,37.59352205000,-122.50590810000,420.22400000000
4,1,SM,R43.744,"PACIFICA, CLAREDON /OCEANA",2700,33500,32000,2950,37000,35000,37.62956552000,-122.48952010000,423.17300000000,37.62966275000,-122.48952010000,423.21600000000
4,1,SM,R44.88,"PACIFICA, MILAGRA PED OVRCR",2950,37000,35000,2300,29000,27500,37.64590399000,-122.49179830000,424.30900000000,37.64585153000,-122.49179830000,424.35200000000
4,1,SM,R46.722,"DALY CITY, JCT. RTE. 35",3400,42500,40500,5400,67000,64000,37.66852523000,-122.48514010000,426.20800000000,37.66844103000,-122.48514010000,426.25100000000
4,1,SM,R47.272,"DALY CITY, CLARINADA AVE",5400,67000,64000,6000,75000,71000,37.67150938000,-122.47633080000,426.75800000000,37.67134038000,-122.47633080000,426.80100000000
4,1,SM,R47.802,SOUTH JCT. RTE. 280,6000,75000,71000,6000,75000,71000,37.67774766000,-122.47234450000,427.28800000000,37.67787500000,-122.47234450000,427.33100000000
4,1,SM,R48.05,NORTH JCT. RTE. 280,6000,75000,71000,6600,97000,95000,37.68063830000,-122.47199690000,427.53600000000,37.68149872000,-122.47199690000,427.57900000000
4,1,SM,R48.558,S MATEO/SN FRANCISCO CO LN,6600,97000,95000,0,0,0,37.70827108000,-122.47133660000,427.73500000000,37.70827090000,-122.47133660000,427.77800000000
4,1,SM,R48.558,S MATEO/SN FRANCISCO CO LN,6600,97000,95000,0,0,0,37.70827108000,-122.47133660000,427.73500000000,37.70827090000,-122.47133660000,427.77800000000
4,1,SF,R0.312,BROTHERHOOD /STANLEY DR,7400,108000,106000,6800,100000,98000,37.71257688000,-122.47133820000,428.04700000000,37.71258090000,-122.47133820000,428.09000000000
4,1,SF,R0.68,"SAN FRANCISCO, 19TH AVE",6800,100000,98000,5100,73000,70000,37.71717276000,-122.47273830000,428.41500000000,37.71732194000,-122.47273830000,428.45800000000
