"District,C,254","Route,C,254","County,C,254","Postmile,C,254","Descriptn,C,254","Back_pk_h,N,10,0","Back_pk_m,N,10,0","Back_AADT,N,10,0","Ahead_pk_h,N,10,0","Ahead_pk_m,N,10,0","Ahead_AADT,N,10,0","Lat_S_or_W,N,19,11","Lon_S_or_W,N,19,11","Lat_N_or_E,N,19,11","Lon_N_or_E,N,19,11"
12,1,ORA,20.37,"NEWPORT BEACH, BALBOA BLVD/SUPERIOR AVE",5500,52000,49150,5500,52000,49150,33.62285816000,-117.93926160000,33.62303601000,-117.93921380000
12,1,ORA,21.549,SANTA ANA RIVER BRIDGE,4250,41000,38600,4250,41000,38600,33.63055843000,-117.95662330000,33.63066656000,-117.95654870000
12,1,ORA,22.09,"HUNTINGTON BEACH, BROOKHURST STREET",4300,41500,39100,4350,42000,39100,33.63520250000,-117.96415090000,33.63531631000,-117.96406340000
12,1,ORA,23.739,"HUNTINGTON BEACH, JCT. RTE. 39 NORTH",4200,40500,38050,4200,40500,38050,33.64848863000,-117.98828660000,33.64864662000,-117.98820060000
12,1,ORA,25.89,"HUNTINGTON BEACH, GOLDENWEST STREET",4100,39500,37100,4100,40000,37100,33.66818659000,-118.01737130000,33.66827106000,-118.01728770000
12,1,ORA,29.89,"SUNSET BEACH, WARNER AVENUE",4950,47500,44350,4900,47500,44350,33.71155692000,-118.06309260000,33.71162835000,-118.06298180000
12,1,ORA,32.721,"SEAL BEACH, SEAL BEACH BOULVARD",4450,49000,45950,4450,49500,45950,33.74078656000,-118.09554220000,33.74088178000,-118.09545400000
12,1,ORA,33.719,LOS ANGELES/ORANGE COUNTY LINE,4000,45500,41550,0,0,0,33.75092967000,-118.10603260000,33.75099223000,-118.10591170000
7,1,LA,0,LOS ANGELES/ORANGE COUNTY LINE,0,0,0,4100,45500,42000,33.75092967000,-118.10603260000,33.75099223000,-118.10591170000
7,1,LA,1.86,"LONG BEACH, BELLFLOWER BOULEVARD",3350,37000,34500,2550,28000,26000,33.77397955000,-118.12103770000,33.77412899000,-118.12097050000
7,1,LA,1.973,"LONG BEACH, JCT. RTE. 22",2550,28000,26000,3400,36500,34000,33.77528003000,-118.12281400000,33.77538789000,-118.12269190000
7,1,LA,2.751,"LONG BEACH, ANAHEIM STREET",3400,36500,34000,2800,30000,28000,33.78262518000,-118.13272470000,33.78273268000,-118.13260640000
7,1,LA,5.011,"LONG BEACH, CHERRY AVENUE",3600,37000,36500,3650,37500,37000,33.78980060000,-118.16766710000,33.78991248000,-118.16766720000
7,1,LA,6.26,"LONG BEACH, LONG BEACH BOULEVARD",3200,33000,32500,3350,35000,34500,33.78980302000,-118.18928870000,33.78991440000,-118.18929220000
7,1,LA,7.288,"LONG BEACH, JCT. RTE. 710",4550,49500,40500,4350,47500,39000,33.78985856000,-118.20787260000,33.78994579000,-118.20787800000
7,1,LA,8.266,"LONG BEACH, JCT. RTE. 103",3800,41500,34000,3450,38500,31500,33.78982175000,-118.22448220000,33.78989623000,-118.22447920000
7,1,LA,9.253,"LOS ANGELES, ALAMEDA STREET",3450,38500,31500,3550,40000,32500,33.79119280000,-118.24077130000,33.79129215000,-118.24078410000
7,1,LA,10.532,"LOS ANGELES, AVALON BOULEVARD",3550,40000,33000,4350,50000,41000,33.79109635000,-118.26330700000,33.79120580000,-118.26331880000
7,1,LA,11.61,"LOS ANGELES, JCT. RTE. 110",4400,51000,41500,4250,57000,56000,33.79049998000,-118.28215910000,33.79064310000,-118.28214190000
7,1,LA,12.171,"LOS ANGELES, VERMONT AVENUE",4250,57000,56000,4100,54000,53000,33.79094287000,-118.29174320000,33.79105937000,-118.29174400000
7,1,LA,12.523,"LOS ANGELES, NORMANDIE AVENUE",4100,54000,53000,3850,49000,48500,33.78983666000,-118.29760020000,33.78996466000,-118.29759550000
7,1,LA,13.1,"LOS ANGELES, JCT. RTE. 213",3900,49500,49000,4950,62000,61000,33.78941048000,-118.30753410000,33.78952894000,-118.30753400000
7,1,LA,14.634,"TORRANCE, CRENSHAW BOULEVARD",4800,59000,58000,3750,44000,43500,33.79198547000,-118.33317720000,33.79211576000,-118.33311490000
7,1,LA,16.005,"TORRANCE, JCT. RTE. 107",3300,39500,39000,3600,45500,42500,33.80498652000,-118.35115120000,33.80510234000,-118.35110570000
7,1,LA,18.09,"TORRANCE, PALOS VERDES BOULEVARD",2700,34500,32000,2350,31500,29000,33.81856279000,-118.38354470000,33.81865749000,-118.38350290000
7,1,LA,19.524,"REDONDO BEACH, TORRANCE BOULEVARD",3200,42000,39000,3150,42500,39500,33.83833474000,-118.38543440000,33.83833474000,-118.38543440000
7,1,LA,21.181,"HERMOSA BEACH, AVIATION BOULEVARD",5000,67000,62000,4150,53000,50000,33.86257660000,-118.39246170000,33.86261332000,-118.39233110000
7,1,LA,21.341,"HERMOSA BEACH, PIER AVENUE/14TH STREET",4150,53000,50000,3750,48000,45500,33.86477508000,-118.39311430000,33.86481716000,-118.39296410000
7,1,LA,21.919,"MANHATTAN BEACH, ARTESIA BOULEVARD",3900,49500,47000,3800,48500,46000,33.87280824000,-118.39563060000,33.87282545000,-118.39546740000
7,1,LA,22.9,"MANHATTAN BEACH, MANHATTAN BEACH BOULEVARD",4050,51000,48500,4850,60000,57000,33.88736799000,-118.39608740000,33.88737046000,-118.39592700000
7,1,LA,23.924,"EL SEGUNDO, ROSECRANS AVENUE",5400,67000,64000,5600,68000,65000,33.90180444000,-118.39629580000,33.90182651000,-118.39609240000
7,1,LA,24.911,"EL SEGUNDO, EL SEGUNDO BOULEVARD",4750,64000,61000,4350,58000,56000,33.91636673000,-118.39609550000,33.91636532000,-118.39586610000
7,1,LA,25.924,"LOS ANGELES, JCT. RTE. 105",4900,65000,62000,8800,115000,110000,33.93148782000,-118.39622610000,33.93148532000,-118.39599110000
7,1,LA,26.904,"LOS ANGELES, LA INT'NL AIRPORT, CENTURY BLVD",8800,115000,110000,6800,88000,85000,33.94462053000,-118.39628530000,33.94461012000,-118.39611240000
7,1,LA,27.363,"LOS ANGELES, LA INT'NL AIRPORT, VIA LINCOLN BLVD",6800,88000,85000,3250,40500,37000,33.95156645000,-118.39640850000,33.95170790000,-118.39623770000
7,1,LA,29.084,"LOS ANGELES, MANCHESTER AVENUE",3700,46000,42000,5300,63000,57000,33.95977363000,-118.41937480000,33.95984690000,-118.41924560000
7,1,LA,30.163,"LOS ANGELES, JEFFERSON BOULEVARD",5200,63000,57000,5100,63000,58000,33.97206803000,-118.43041700000,33.97218528000,-118.43023190000
7,1,LA,30.474,"LOS ANGELES, CULVER BOULEVARD",5100,63000,58000,5200,65000,60000,33.97593813000,-118.43308640000,33.97601043000,-118.43300690000
7,1,LA,31.29,"LOS ANGELES, JCT. RTE. 90",4450,57000,52000,5300,71000,65000,33.98463496000,-118.44280430000,33.98471942000,-118.44266190000
7,1,LA,31.78,"LOS ANGELES, WASHINGTON BLVD",5400,74000,68000,4100,51000,47500,33.99040526000,-118.44791240000,33.99050044000,-118.44779330000
7,1,LA,32.166,"LOS ANGELES, JCT. RTE. 187",4100,51000,47500,3450,45000,41500,33.99399292000,-118.45277710000,33.99410645000,-118.45272210000
7,1,LA,R34.576,"SANTA MONICA, JCT. RTE. 10",3400,46500,43500,5600,64000,62000,34.01471126000,-118.48592790000,34.01480936000,-118.48601130000
7,1,LA,35.184,"SANTA MONICA, OCEAN AVENUE",5600,64000,62000,6700,76000,74000,34.01137896000,-118.49489800000,34.01143477000,-118.49490470000
7,1,LA,36.11,"SANTA MONICA, CALIFORNIA AVENUE INCLINE",6700,76000,74000,7500,84000,79000,34.02017487000,-118.50669670000,34.02028828000,-118.50665220000
7,1,LA,37.045,"LOS ANGELES, CHAUTAUQUA BOULEVARD",7500,84000,79000,7600,86000,80000,34.02815543000,-118.51945550000,34.02827181000,-118.51939500000
7,1,LA,39.326,"LOS ANGELES, SUNSET BOULEVARD",5900,68000,63000,5600,65000,60000,34.03844682000,-118.55566220000,34.03856924000,-118.55565170000
7,1,LA,40.769,JCT. RTE. 27,4900,57000,53000,4650,51000,47500,34.04006283000,-118.57931790000,34.04014400000,-118.57932150000
7,1,LA,44.121,"MALIBU, LAS FLORES CANYON ROAD",4000,44000,40500,4050,44500,41000,34.03687336000,-118.63603050000,34.03695698000,-118.63602790000
7,1,LA,47.091,"MALIBU, CROSS CREEK ROAD",4150,45500,41500,5200,52000,43000,34.03434649000,-118.68511390000,34.03444587000,-118.68512260000
7,1,LA,47.75,"MALIBU, CIVIC CENTER WAY",5200,52000,43000,4450,44000,36500,34.03515955000,-118.69709350000,34.03525817000,-118.69708270000
7,1,LA,48.171,"MALIBU, MALIBU CANYON ROAD",4700,44000,36500,3950,37000,31000,34.03466092000,-118.70335740000,34.03478941000,-118.70336930000
7,1,LA,54.02,"MALIBU, KANAN DUME ROAD",3600,33500,28000,3800,35500,29500,34.02146154000,-118.80259760000,34.02154665000,-118.80257360000
7,1,LA,56.843,"MALIBU, TRANCAS CANYON RD/BROAD BEACH RD",2500,23600,21300,1950,18400,16700,34.03100904000,-118.84356770000,34.03110795000,-118.84350280000
7,1,LA,57.391,"MALIBU, LUNITA ROAD",1950,18400,16700,1950,18400,16700,34.03493177000,-118.85135640000,34.03501583000,-118.85132430000
7,1,LA,59.401,"MALIBU, ENCINAL CANYON ROAD",1750,16300,14800,1450,13500,12300,34.04032214000,-118.88546880000,34.04042179000,-118.88544470000
7,1,LA,59.901,"MALIBU, JCT. RTE. 23",1450,13500,12300,1400,12800,11700,34.04141642000,-118.89439440000,34.04152143000,-118.89438000000
7,1,LA,62.301,MULHOLLAND HIGHWAY,1300,12200,11200,1550,14400,13200,34.04505362000,-118.93506250000,34.04516439000,-118.93508610000
7,1,LA,62.867,LOS ANGELES/VENTURA COUNTY LINE,1550,14400,13200,0,0,0,34.04654673000,-118.94464790000,34.04665327000,-118.94462530000
7,1,VEN,0,LOS ANGELES/VENTURA COUNTY LINE,0,0,0,1550,14400,11800,34.04654673000,-118.94464790000,34.04665327000,-118.94462530000
7,1,VEN,9.866,CALLEGUAS CREEK,1100,10100,9900,1100,10100,9900,34.11225318000,-119.08185470000,34.11238598000,-119.08167870000
7,1,VEN,10.229,LAS POSAS ROAD,1100,10100,9900,1050,9500,9300,34.11675902000,-119.08545570000,34.11686829000,-119.08526110000
7,1,VEN,11.594,WOOD ROAD,1050,9500,9300,1300,12100,12000,34.13323853000,-119.09862260000,34.13336014000,-119.09843890000
7,1,VEN,12.785,HUENEME ROAD,13000,12100,12000,1350,12800,12600,34.14672925000,-119.11152220000,34.14683676000,-119.11139790000
7,1,VEN,13.59,NAUMAN ROAD,1350,12800,12600,1400,12900,12800,34.15378358000,-119.12273690000,34.15394936000,-119.12261500000
7,1,VEN,R15.053,"OXNARD, PLEASANT VALLEY ROAD/RICE AVENUE",1400,12900,12800,2050,19200,19000,34.16626705000,-119.14257560000,34.16632324000,-119.14231710000
7,1,VEN,15.061,"OXNARD, PLEASANT VALLEY ROAD(VIA OXNARD BLVD)",2050,19200,19000,1350,14100,13100,34.16544362000,-119.14414220000,34.16559556000,-119.14401320000
7,1,VEN,21.075,"OXNARD, JCT. RTE. 101",3150,33000,30500,720,6800,4500,34.23990197000,-119.18105630000,34.23985071000,-119.18081910000
7,1,VEN,27.675,"SEACLIFF COLONY, JCT. RTE. 101",720,6800,4500,130,980,610,34.34319166000,-119.41670030000,34.34319166000,-119.41670030000
7,1,VEN,28.48,"LAS CRUCES, JCT. RTE. 101; MOBIL OIL PIER",130,980,610,0,0,0,34.35097413000,-119.42610020000,34.35097413000,-119.42610020000
5,1,SB,R0,"LAS CRUCES, JCT. RTE. 101; MOBIL OIL PIER",0,0,0,820,7800,7300,34.35097413000,-119.42610020000,34.35097413000,-119.42610020000
5,1,SB,15.01,JALAMA ROAD,800,8400,7800,800,8600,7600,34.58940638000,-120.40836790000,34.58940638000,-120.40836790000
5,1,SB,19.251,"LOMPOC, SOUTH JCT. RTE. 246",900,8800,7900,1000,10500,10200,34.64124669000,-120.43593840000,34.64124669000,-120.43593840000
5,1,SB,20.565,"LOMPOC, NORTH JCT. RTE. 246",1300,14400,13600,1000,12000,11700,34.63891909000,-120.45797090000,34.63902296000,-120.45782580000
5,1,SB,22.519,"LOMPOC, SANTA YNEZ RIVER BRIDGE",2700,29000,28000,2700,29000,28000,34.66730179000,-120.45772500000,34.66729526000,-120.45757370000
5,1,SB,R23.296,LOMPOC/CASMALIA ROAD,2800,30000,28300,2000,21100,20200,34.67833654000,-120.45601480000,34.67837760000,-120.45585360000
5,1,SB,R26.69,PINE CANYON ROAD,1600,20800,15000,1900,15800,15400,34.71314401000,-120.48916750000,34.71320166000,-120.48901800000
5,1,SB,M29.891,VANDENBERG AIR FORCE BASE,1600,15500,15000,1900,16000,15400,34.75087984000,-120.52062940000,34.75085604000,-120.52041760000
5,1,SB,R31.042,"JCT. RTE. 135, VANDENBURG, NORTH",1800,15400,15000,2200,19300,15700,34.80115547000,-120.44353490000,34.80105315000,-120.44290430000
5,1,SB,R34.777,"ORCUTT, JCT. RTE. 135 NORTH",1900,18600,17600,500,4100,3000,34.85411146000,-120.45356950000,34.85423711000,-120.45249320000
5,1,SB,R35.53,CLARK AVENUE,330,3100,2300,310,3100,2800,34.86395751000,-120.45694250000,34.86395751000,-120.45694250000
5,1,SB,41.81,CASMALIA ROAD,300,3900,3700,300,2950,2400,34.88183896000,-120.49814400000,34.88183896000,-120.49814400000
5,1,SB,49.199,"GUADALUPE, JCT. RTE. 166 EAST",270,2700,2500,610,6700,6000,34.95755738000,-120.57401440000,34.95755738000,-120.57401440000
5,1,SB,50.408,GUADALUPE NORTH CITY LIMITS,580,6100,5700,600,5400,4800,34.97454737000,-120.57105430000,34.97454737000,-120.57105430000
5,1,SB,50.606,SANTA BARBARA/SAN LUIS OBISPO COUNTY LINE,570,5300,4800,0,0,0,34.97751591000,-120.57085420000,34.97751591000,-120.57085420000
5,1,SLO,0,SANTA BARBARA/SAN LUIS OBISPO COUNTY LINE,0,0,0,460,4400,4100,34.97751591000,-120.57085420000,34.97751591000,-120.57085420000
5,1,SLO,1.291,OSO FLACO UNDERPASS,450,4600,4100,630,5700,5350,34.99618740000,-120.57053330000,34.99618740000,-120.57053330000
5,1,SLO,6.35,"ENTRANCE, UNION OIL COKING PLANT",830,8000,7500,750,8000,7500,35.04742604000,-120.59154110000,35.04743465000,-120.59153790000
5,1,SLO,10.29,ARROYO GRANDE ROAD,510,3900,3200,820,6500,4850,35.09689976000,-120.58149630000,35.09689445000,-120.58148830000
5,1,SLO,10.9,HALCYON ROAD,600,5600,4850,810,9700,9450,35.09819804000,-120.59113440000,35.09820521000,-120.59113440000
5,1,SLO,13,"ENTRANCE, PISMO BEACH STATE PARK",780,7200,7050,990,9900,9350,35.10709533000,-120.62328700000,35.10708965000,-120.62328400000
5,1,SLO,14.1,"GROVER CITY, GRAND AVENUE",990,8900,8550,1300,12200,11600,35.12198173000,-120.62988440000,35.12197979000,-120.62979570000
5,1,SLO,15.268,"PISMO BEACH, VILLA CREEK",1100,13100,10800,1100,13100,10800,35.13708723000,-120.63809080000,35.13712999000,-120.63802520000
5,1,SLO,L16.543,"PISMO BEACH, SOUTH JCT. RTE. 101",1400,8900,6400,1800,15200,10200,35.15095466000,-120.65465640000,35.15093800000,-120.65458860000
5,1,SLO,16.77,"SAN LUIS OBISPO, NORTH JCT. RTE. 101",1400,8200,6200,2800,31500,29500,35.28661252000,-120.66356690000,35.28667343000,-120.66352040000
5,1,SLO,17.341,"SAN LUIS OBISPO, FOOTHILL BOULEVARD",3600,35500,32800,3000,33000,30400,35.29404088000,-120.66804680000,35.29410724000,-120.66787050000
5,1,SLO,17.874,HIGHLAND DRIVE,2900,30500,28400,2200,29000,26200,35.29915479000,-120.67470820000,35.29925872000,-120.67462090000
5,1,SLO,19.71,"ENTRANCE, CALIFORNIA MEN'S COLONY",2400,27000,25100,2400,25500,23500,35.31894425000,-120.69552640000,35.31902170000,-120.69548260000
5,1,SLO,20.89,"ENTRANCE, CAMP SAN LUIS OBISPO",2600,21000,17200,2100,23700,21900,35.32102930000,-120.71662000000,35.32110903000,-120.71657670000
5,1,SLO,22.653,"ENTRANCE, CUESTA COLLEGE",1600,18400,17500,1700,18000,16000,35.33317264000,-120.74272040000,35.33330048000,-120.74267150000
5,1,SLO,27.883,BAYWOOD PARK ROAD,1500,15600,13500,2400,27000,25100,35.36416104000,-120.82334650000,35.36428252000,-120.82329840000
5,1,SLO,28.82,"MORRO BAY, SOUTH MORRO BAY",2400,26500,25100,2500,24000,21500,35.36716734000,-120.83947730000,35.36730086000,-120.83941750000
5,1,SLO,29.618,"MORRO BAY, NORTH MORRO BAY",2500,24000,21500,2400,26500,24900,35.37343222000,-120.85141960000,35.37355479000,-120.85134820000
5,1,SLO,30.135,JCT. RTE. 41 NORTHEAST,2400,26500,24900,2100,23600,20100,35.37994665000,-120.85558900000,35.37998180000,-120.85543990000
5,1,SLO,31.13,"MORRO BAY, SAN JACINTO STREET",2100,23600,20100,2000,18400,16000,35.39378290000,-120.86062490000,35.39381207000,-120.86046100000
5,1,SLO,31.97,"ATASCADERO BEACH, YERBA BUENA STREET",2100,19500,17000,1700,21700,15800,35.40409702000,-120.86773370000,35.40416157000,-120.86759570000
5,1,SLO,R34.905,OLD CREEK ROAD,1300,16100,12800,1300,9800,8950,35.44210595000,-120.89041970000,35.44216404000,-120.89031600000
5,1,SLO,R35.959,C STREET,1300,11200,7800,1500,10900,8950,35.45303936000,-120.90319970000,35.45317136000,-120.90315140000
5,1,SLO,45.99,JCT. RTE. 46,1100,10300,8200,1400,12000,10100,35.52715953000,-121.04478130000,35.52715953000,-121.04478130000
5,1,SLO,46.85,CAMBRIA AIR FORCE BASE ROAD,1400,11400,10100,1000,8200,7250,35.53735789000,-121.05368920000,35.53735789000,-121.05368920000
5,1,SLO,48.26,ARDATH DRIVE/MAIN STREET,1300,10600,9500,910,7600,7250,35.55132996000,-121.07159360000,35.55133898000,-121.07160400000
5,1,SLO,54.804,PICO CREEK,840,5700,3750,840,5700,3750,35.61553994000,-121.14707660000,35.61553994000,-121.14707660000
5,1,SLO,56.39,HEARST CASTLE STATE PARK,750,6200,4250,490,4500,3100,35.63403070000,-121.16381380000,35.63403308000,-121.16381140000
5,1,SLO,58.9,"SAN SIMEON, NORTH",490,4500,3100,380,3100,2650,35.65104654000,-121.20282180000,35.65105009000,-121.20282620000
5,1,SLO,71.341,SAN CARPOJO CREEK,440,4150,2650,440,4150,2650,35.76443902000,-121.31941020000,35.76443902000,-121.31941020000
5,1,SLO,74.324,SAN LUIS OBISPO/MONTEREY COUNTY LINE,250,1700,1460,0,0,0,35.79521461000,-121.34525720000,35.79521461000,-121.34525720000
5,1,MON,0,SAN LUIS OBISPO/MONTEREY COUNTY LINE,0,0,0,400,3200,2400,35.79521461000,-121.34525720000,35.79521461000,-121.34525720000
5,1,MON,35.346,ANDERSON CANYON BRIDGE,400,3700,2400,490,4500,2900,36.15344978000,-121.66573840000,36.15344978000,-121.66573840000
5,1,MON,46.595,BIG SUR RIVER BRIDGE,760,6500,4500,760,6500,4500,36.24999883000,-121.78614840000,36.24999883000,-121.78614840000
5,1,MON,62.972,"BIG SUR, GARRAPATA CREEK BRIDGE",580,6500,5100,630,5800,5100,36.41675818000,-121.91397710000,36.41675818000,-121.91397710000
5,1,MON,68.335,"CARMEL HIGHLANDS, YANKEE POINT DRIVE NORTH",630,5800,5100,920,10400,8400,36.48805377000,-121.93773410000,36.48805377000,-121.93773410000
5,1,MON,71.179,SAN JOSE CREEK BRIDGE,1550,15300,14800,1550,15300,14800,36.52297764000,-121.92649210000,36.52297764000,-121.92649210000
5,1,MON,72.614,RIO ROAD,1600,15300,14800,1350,15300,14800,36.53940553000,-121.91022970000,36.53940447000,-121.91023060000
5,1,MON,72.921,"CARMEL VALLEY ROAD, CARMEL, SOUTH",1350,15300,14800,3150,35500,34800,36.54342097000,-121.90838000000,36.54342097000,-121.90838000000
5,1,MON,73.8,"CARMEL, OCEAN AVENUE",3150,35500,34800,3100,47000,43000,36.55597196000,-121.91115250000,36.55597196000,-121.91115250000
5,1,MON,75.135,"JCT. RTE. 68, CARMEL- PACIFIC GROVE",3300,50000,46100,4250,56000,52000,36.57480362000,-121.91243110000,36.57462928000,-121.91225140000
5,1,MON,R75.733,MONTEREY SOUTH CITY LIMITS,4250,55000,52000,4250,55000,52000,36.58043041000,-121.90397170000,36.58023944000,-121.90388830000
5,1,MON,R75.754,"MONTEREY, MUNRAS AVENUE",4250,55000,52000,4050,52000,50000,36.58062793000,-121.90367280000,36.58042487000,-121.90358660000
5,1,MON,R77.379,"MONTEREY, AGUAJITO ROAD",3950,52000,50000,5800,80000,77000,36.59145552000,-121.88064690000,36.59125778000,-121.88045140000
5,1,MON,R78.119,"MONTEREY, JCT. RTE. 68 EAST",5800,80000,77000,5200,65000,58000,36.59521412000,-121.86853630000,36.59503415000,-121.86841660000
5,1,MON,R78.883,"MONTEREY, DEL MONTE AVENUE",5200,65000,58000,6800,75000,72000,36.60427989000,-121.86126530000,36.60430807000,-121.86099320000
5,1,MON,R79.357,"SEASIDE, JCT. RTE. 218",6800,74000,72000,6200,74000,71000,36.61032195000,-121.85792510000,36.61010095000,-121.85780410000
5,1,MON,R80.679,ORD VILLAGE,6200,74000,71000,8100,88000,83000,36.62419003000,-121.84209170000,36.62398786000,-121.84203960000
5,1,MON,R82.89,"FORT ORD, MAIN ENTRANCE",8100,88000,83000,7900,86000,79000,36.64756495000,-121.81558690000,36.64745555000,-121.81530410000
5,1,MON,R84.484,"FORT ORD, NORTH ENTRANCE (12TH STREET)",7900,86000,79000,6800,72000,64900,36.66954075000,-121.81315240000,36.66941266000,-121.81287260000
5,1,MON,R85.135,SOUTH MARINA,6800,72000,64900,4900,48000,43700,36.67778622000,-121.80788250000,36.67781225000,-121.80744590000
5,1,MON,R86.481,RESERVATION ROAD,4900,48000,43700,4900,47000,42000,36.69668820000,-121.80515870000,36.69652008000,-121.80475360000
5,1,MON,R88.638,NEPONSET ROAD (DEL MONTE BOULEVARD),4900,47000,42000,4000,49000,45000,36.72538151000,-121.78971680000,36.72510879000,-121.78944200000
5,1,MON,R89.185,"SALINAS RIVER BRIDGE, CASTROVILLE, SOUTH",4800,51000,45000,4800,47000,45000,36.73153540000,-121.78357640000,36.73131912000,-121.78322960000
5,1,MON,R90.388,MOLERA/NASHUA ROADS,4800,47000,45000,4800,55000,47000,36.74592584000,-121.77150060000,36.74565981000,-121.77119520000
5,1,MON,R90.979,"CASTROVILLE, JCT. RTE. 156 WEST",4800,55000,47000,3250,20500,17700,36.75299962000,-121.76649980000,36.75300988000,-121.76563910000
5,1,MON,T92.213,"CASTROVILLE, JCT. RTE. 183",3250,20500,17700,3500,36000,31000,36.77079763000,-121.76540840000,36.77080536000,-121.76539140000
5,1,MON,94.4,MOLERA ROAD,3500,36000,31000,3500,36000,31000,36.78039394000,-121.77776840000,36.78040238000,-121.77776310000
5,1,MON,96.101,"MOSS LANDING, DOLAN ROAD",3500,36000,31000,4050,42500,37000,36.80407700000,-121.78380960000,36.80408454000,-121.78378490000
5,1,MON,99.92,JENSEN ROAD,4050,42500,37000,3650,40500,34800,36.85381109000,-121.77110500000,36.85381096000,-121.77108120000
5,1,MON,T101.04,SALINAS/PAJARO ROADS,3650,40500,34800,3300,40000,35000,36.86985218000,-121.77008810000,36.86986627000,-121.77005830000
5,1,MON,R102.031,MONTEREY/SANTA CRUZ COUNTY LINE,3300,41000,35000,0,0,0,36.88376660000,-121.77251510000,36.88383187000,-121.77225970000
5,1,SCR,R0,MONTEREY/SANTA CRUZ COUNTY LINE,0,0,0,3400,43500,37000,36.88376660000,-121.77251510000,36.88383187000,-121.77225970000
5,1,SCR,R.716,JCT. RTE. 129,3750,41500,37000,3700,45000,40000,36.89426462000,-121.77432150000,36.89434529000,-121.77407860000
5,1,SCR,R2.269,"WATSONVILLE, HARKINS SLOUGH ROAD OC",3700,45000,40000,2900,35000,31000,36.91436522000,-121.78700420000,36.91446594000,-121.78679250000
5,1,SCR,R2.683,JCT. RTE. 152,2900,35000,31000,5000,56000,53000,36.91963939000,-121.79039910000,36.91973150000,-121.79018860000
5,1,SCR,R3.181,"WATSONVILLE, AIRPORT BLVD/ROACHE RD",5000,56000,53000,5800,69000,61000,36.92447262000,-121.79702110000,36.92465530000,-121.79692510000
5,1,SCR,R4.073,BUENA VISTA DRIVE (SPRING VALLEY ROAD),5800,69000,61000,5700,68000,60000,36.93135193000,-121.81055040000,36.93157028000,-121.81039730000
5,1,SCR,R6.688,MAR MONTE AVENUE (LA SELVA BEACH ROAD),5700,68000,60000,5700,67000,60000,36.94951212000,-121.85119640000,36.94982738000,-121.85098810000
5,1,SCR,R7.663,LARKIN VALLEY ROAD,5700,67000,60000,6100,75000,68000,36.96037896000,-121.86251260000,36.96059970000,-121.86228960000
5,1,SCR,8.355,FREEDOM BOULEVARD,6100,77000,68000,7000,82000,78000,36.97026090000,-121.87321820000,36.97044453000,-121.87310520000
5,1,SCR,9.153,RIO DEL MAR N/O FREEDOM BOULEVARD,7000,82000,78000,7200,86000,82000,36.97496082000,-121.88632830000,36.97511731000,-121.88630140000
5,1,SCR,10.535,STATE PARK DRIVE,7200,86000,82000,7000,90000,84000,36.97793556000,-121.91046680000,36.97806634000,-121.91033590000
5,1,SCR,12.088,"CAPITOLA, PARK AVENUE",6900,88000,84000,5900,91000,88000,36.98390597000,-121.93687230000,36.98406488000,-121.93687390000
